source,line_no,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer_old,correct_index,correct_option_text,explanation,options_parse_error
questions_seed_300_batch4.sql,193,college,Figures were produced using ___ software. (choose the best option).,A. statistical,B. statistics,C. statistically,D. statistic,A,0,A. statistical,形容詞 statistical software。,
questions_seed_300_batch4.sql,194,college,Limitations include ___ sampling bias. (choose the best option).,A. potential,B. potentially,C. potence,D. potent,A,0,A. potential,形容詞 potential。,
questions_seed_300_batch4.sql,195,college,Future work might ___ longitudinal designs. (choose the best option).,A. employ,B. employs,C. employed,D. employing,A,0,A. employ,情態動詞後原形 employ。,
questions_seed_300_batch4.sql,196,college,Confounding variables were ___ where possible. (choose the best option).,A. control,B. controlled,C. controlling,D. controls,B,1,B. controlled,被動 controlled。,
questions_seed_300_batch4.sql,197,college,The coding scheme achieved satisfactory ___. (choose the best option).,A. reliable,B. reliability,C. reliably,D. rely,B,1,B. reliability,名詞 reliability。,
questions_seed_300_batch4.sql,198,college,Inter-rater agreement was assessed using Cohen's ___. (choose the best option).,A. kappa,B. Kappa,C. kappa coefficient,D. kap,B,1,B. Kappa,專有名詞 Kappa（選項一致即可）。,
questions_seed_300_batch4.sql,199,college,The manuscript adheres to journal ___ guidelines. (choose the best option).,A. style,B. styling,C. stylish,D. styles,A,0,A. style,style guidelines 體例／格式指引。,
questions_seed_300_batch4.sql,200,college,Prior informed consent was ___ in writing. (choose the best option).,A. obtain,B. obtained,C. obtaining,D. obtains,B,1,B. obtained,被動 obtained。,
questions_seed_300_batch4.sql,201,college,De-identified transcripts were stored ___. (choose the best option).,A. secure,B. securely,C. security,D. secured,B,1,B. securely,副詞 securely。,
questions_seed_300_batch4.sql,202,college,Qualitative themes emerged through ___. (choose the best option).,A. thematic,B. thematic analysis,C. themes,D. theming,B,1,B. thematic analysis,慣用 thematic analysis。,
questions_seed_300_batch4.sql,203,college,Member checking ___ interpretive validity. (choose the best option).,A. enhance,B. enhances,C. enhanced,D. enhancing,B,1,B. enhances,第三人稱 enhances。,
questions_seed_300_batch4.sql,204,college,Saturation was reached when no new ___ appeared. (choose the best option).,A. theme,B. themes,C. thematic,D. theming,B,1,B. themes,複數 themes。,
questions_seed_300_batch4.sql,205,college,NVivo was used to facilitate ___. (choose the best option).,A. code,B. coding,C. coded,D. codify,B,1,B. coding,動名詞 coding。,
questions_seed_300_batch4.sql,206,college,The audit trail documents analytic ___. (choose the best option).,A. decide,B. decisions,C. deciding,D. decided,B,1,B. decisions,decisions。,
questions_seed_300_batch4.sql,207,college,Reflexivity statements acknowledge researcher ___. (choose the best option).,A. bias,B. biases,C. biased,D. biasing,A,0,A. bias,不可數 bias。,
questions_seed_300_batch4.sql,208,college,Positionality may ___ how findings are framed. (choose the best option).,A. shape,B. shapes,C. shaped,D. shaping,B,1,B. shapes,may + 原形 shape。,
questions_seed_300_batch4.sql,209,college,Triangulation combined interviews with ___. (choose the best option).,A. observe,B. observations,C. observed,D. observing,B,1,B. observations,名詞 observations。,
questions_seed_300_batch4.sql,210,college,Transferability depends on thick ___. (choose the best option).,A. describe,B. description,C. describing,D. described,B,1,B. description,thick description。,
questions_seed_300_batch4.sql,211,college,Quantitative results were triangulated ___ survey comments. (choose the best option).,A. for,B. with,C. to,D. by,B,1,B. with,triangulated with。,
questions_seed_300_batch4.sql,212,college,The discussion synthesizes results ___ prior theory. (choose the best option).,A. against,B. with,C. for,D. under,B,1,B. with,synthesize with theory。,
questions_seed_300_batch4.sql,213,college,Preregistration ___ hypothesis specification. (choose the best option).,A. aid,B. aids,C. aided,D. aiding,B,1,B. aids,第三人稱 aids。,
questions_seed_300_batch4.sql,214,college,An open science repository hosts the ___. (choose the best option).,A. datum,B. data,C. datas,D. database,B,1,B. data,複數 data。,
questions_seed_300_batch4.sql,215,college,Replication materials are available ___ request. (choose the best option).,A. in,B. on,C. upon,D. for,C,2,C. upon,upon request 固定用法。,
questions_seed_300_batch4.sql,216,college,Conflict-of-interest disclosures were ___. (choose the best option).,A. provide,B. provided,C. providing,D. provides,B,1,B. provided,被動 provided。,
questions_seed_300_batch4.sql,217,college,Funding sources did not ___ study design. (choose the best option).,A. influence,B. influences,C. influenced,D. influencing,A,0,A. influence,did not + 原形 influence。,
questions_seed_300_batch4.sql,218,college,Author contributions follow CRediT ___. (choose the best option).,A. taxonomy,B. taxonomies,C. taxonomic,D. taxon,A,0,A. taxonomy,CRediT taxonomy。,
questions_seed_300_batch4.sql,219,college,ORCID iDs ___ verified where available. (choose the best option).,A. is,B. are,C. was,D. were,B,1,B. are,複數 ORCID iDs 用 were。,
questions_seed_300_batch4.sql,220,college,Preprints were posted ___ peer review. (choose the best option).,A. before,B. after,C. during,D. since,A,0,A. before,審查前 before peer review。,
questions_seed_300_batch4.sql,221,college,The dataset ___ released under CC-BY. (choose the best option).,A. is,B. are,C. was,D. were,C,2,C. was,過去釋出 was released。,
questions_seed_300_batch4.sql,222,college,Sensitive variables were ___ to protect privacy. (choose the best option).,A. suppress,B. suppressed,C. suppressing,D. suppresses,B,1,B. suppressed,被動 suppressed。,
questions_seed_300_batch4.sql,223,college,Statistical code was written ___ R. (choose the best option).,A. on,B. at,C. in,D. by,C,2,C. in,用某語言 in R。,
questions_seed_300_batch4.sql,224,college,Robustness checks ___ alternative specifications. (choose the best option).,A. use,B. uses,C. used,D. using,C,2,C. used,過去式 used。,
questions_seed_300_batch4.sql,225,college,Standard errors were clustered at the ___ level. (choose the best option).,A. firm,B. firm-year,C. firm level,D. firmly,A,0,A. firm,公司層級 firm level。,
questions_seed_300_batch4.sql,226,college,An instrumental variable addresses ___. (choose the best option).,A. omit variable bias,B. endogeneity,C. randomness,D. multicollinearity,B,1,B. endogeneity,工具變數處理內生性 endogeneity。,
questions_seed_300_batch4.sql,227,college,The placebo test yields ___ results. (choose the best option).,A. null,B. nullifying,C. nullified,D. nullity,A,0,A. null,null results 無效應結果。,
questions_seed_300_batch4.sql,228,college,Sensitivity analyses ___ the baseline estimates. (choose the best option).,A. confirm,B. confirms,C. confirmed,D. confirming,C,2,C. confirmed,過去式 confirmed。,
questions_seed_300_batch4.sql,229,professor,Grice's maxim of relation counsels speakers to be ___. (choose the best option).,A. verbose,B. relevant,C. polite only,D. ambiguous,B,1,B. relevant,關聯準則要求相關 relevant。,
questions_seed_300_batch4.sql,230,professor,"In pragmatics, an implicature is often ___. (choose the best option).",A. entailed,B. cancelable,C. always explicit,D. unrelated,B,1,B. cancelable,含意通常可撤銷 cancelable。,
questions_seed_300_batch4.sql,231,professor,A performative utterance ___. (choose the best option).,A. cannot be spoken,B. can accomplish an act by being spoken,C. must be false,D. is always indirect,B,1,B. can accomplish an act by being spoken,言語行為以說出即完成。,
questions_seed_300_batch4.sql,232,professor,Relevance theory treats ostensive communication as ___. (choose the best option).,A. purely syntactic,B. minimizing processing effort as assumed intended,C. avoiding inference,D. only literal,B,1,B. minimizing processing effort as assumed intended,具展示性溝通涉及最佳相關與處理成本。,
questions_seed_300_batch4.sql,233,professor,"In phonology, complementary distribution suggests ___. (choose the best option).",A. free variation,B. allophones of one phoneme,C. minimal pairs,D. tone sandhi always,B,1,B. allophones of one phoneme,互補分布常為同一音位之異音。,
questions_seed_300_batch4.sql,234,professor,Metrical stress in English is typically ___. (choose the best option).,A. fixed on the first syllable always,B. assigned within words according to lexical rules,C. random,D. suffix-driven only,B,1,B. assigned within words according to lexical rules,英語重音受詞彙規則約束。,
questions_seed_300_batch4.sql,235,professor,Binding theory primarily regulates ___. (choose the best option).,A. word order,B. anaphor-pronoun dependencies,C. question formation,D. spell-out,B,1,B. anaphor-pronoun dependencies,管Binding／照應與代名詞依賴。,
questions_seed_300_batch4.sql,236,professor,The EPP (Extended Projection Principle) concerns ___. (choose the best option).,A. theta roles only,B. subjects at Spec-TP,C. phonetic transcription,D. discourse particles,B,1,B. subjects at Spec-TP,EPP 與主語／Spec-TP 相關。,
questions_seed_300_batch4.sql,237,professor,"In OT syntax, higher-ranked constraints ___. (choose the best option).",A. can be freely violated,B. dominate lower-ranked ones,C. are never evaluated,D. apply only to morphology,B,1,B. dominate lower-ranked ones,優排序語法：高階限制優先。,
questions_seed_300_batch4.sql,238,professor,VP ellipsis identity typically requires ___. (choose the best option).,A. verbatim repetition only,B. parallelism at the relevant structural level,C. no licensing,D. modal verbs,B,1,B. parallelism at the relevant structural level,VP 省略需結構平行。,
questions_seed_300_batch4.sql,239,professor,Parasitic gaps are licensed only when ___. (choose the best option).,A. no wh-movement occurs,B. a true gap licenses wh-dependencies,C. subjects are null,D. infinitives are banned,B,1,B. a true gap licenses wh-dependencies,寄生空缺依賴真正空缺／移位結構。,
questions_seed_300_batch4.sql,240,professor,The cartographic approach maps functional heads onto ___. (choose the best option).,A. single phrase,B. fine-grained hierarchies,C. phonetic grids,D. random trees,B,1,B. fine-grained hierarchies,製圖式句法：細緻功能層級。,
questions_seed_300_batch4.sql,241,professor,"In Distributed Morphology, vocabulary insertion occurs ___. (choose the best option).",A. before syntax,B. after syntax,C. only in phonetics,D. never,B,1,B. after syntax,詞彙插入於句法之後。,
questions_seed_300_batch4.sql,242,professor,Root suppletion mainly affects ___. (choose the best option).,A. determiners,B. exponents realizing irregular stems,C. intonation,D. prosodic boundaries,B,1,B. exponents realizing irregular stems,詞根異干替換多見於不規則詞形。,
questions_seed_300_batch4.sql,243,professor,"In cognitive semantics, conceptual metaphor maps ___. (choose the best option).",A. sound to color only,B. domains onto domains,C. syntax to morphology,D. alphabet to phonetics,B,1,B. domains onto domains,概念隱喻跨域映射。,
questions_seed_300_batch4.sql,244,professor,Frame semantics emphasizes ___. (choose the best option).,A. rhyme,B. knowledge structures activated by words,C. IPA charts,D. stress grids,B,1,B. knowledge structures activated by words,框架語義：詞所喚起知識結構。,
questions_seed_300_batch4.sql,245,professor,Prototype theory predicts ___. (choose the best option).,A. crisp boundaries always,B. graded category membership,C. no polysemy,D. uniform definitions,B,1,B. graded category membership,原型範疇具程度性。,
questions_seed_300_batch4.sql,246,professor,Relevance in translation studies may prioritize ___. (choose the best option).,A. word-for-word gloss only,B. functional equivalence in context,C. ignoring register,D. literal cognates,B,1,B. functional equivalence in context,功能對等／語境等效。,
questions_seed_300_batch4.sql,247,professor,Skopos theory foregrounds ___. (choose the best option).,A. author biography only,B. the purpose of the translation task,C. avoiding footnotes,D. orthographic unity,B,1,B. the purpose of the translation task,目的論強調翻譯目的。,
questions_seed_300_batch4.sql,248,professor,Corpus stylistics often relies on ___. (choose the best option).,A. intuition only,B. frequency and collocational patterns,C. rhyme schemes alone,D. handwritten drafts,B,1,B. frequency and collocational patterns,語料庫頻率與搭配。,
questions_seed_300_batch4.sql,249,professor,"In narratology, focalization concerns ___. (choose the best option).",A. camera lenses,B. who perceives in the narrative,C. chapter length,D. typesetting,B,1,B. who perceives in the narrative,聚焦：誰在感知。,
questions_seed_300_batch4.sql,250,professor,Free indirect discourse blends ___. (choose the best option).,A. only dialogue tags,B. third-person narration with character-limited perspective,C. stage directions,D. footnotes,B,1,B. third-person narration with character-limited perspective,自由間接引語融合敘述與角色視角。,
questions_seed_300_batch4.sql,251,professor,"In rhetoric, aposiopesis stops mid-utterance to imply ___. (choose the best option).",A. strong emotion or discretion,B. perfect grammar,C. rhyme scheme,D. IPA transcription,A,0,A. strong emotion or discretion,頓挫省略暗示強烈情感或保留。,
questions_seed_300_batch4.sql,252,professor,An epic simile is characteristically ___. (choose the best option).,A. one line long,B. extended and elaborate,C. always humorous,D. non-metaphorical,B,1,B. extended and elaborate,史詩明喻冗長細緻。,
questions_seed_300_batch4.sql,253,professor,Horatian satire tends to be ___. (choose the best option).,A. bitter and violent,B. urbane and tolerant,C. purely tragic,D. non-political always,B,1,B. urbane and tolerant,賀拉斯式較溫和城市化。,
